Date,market,item,price,volume_MT
2023-08-27,Moneragala,Rice,193.73,65.94
2023-08-28,Moneragala,Rice,192.5,60.14
2023-08-29,Moneragala,Rice,193.35,72.2
2023-08-30,Moneragala,Rice,194.52,99.98
2023-08-31,Moneragala,Rice,191.61,53.7
2023-09-01,Moneragala,Rice,195.6,71.8
2023-09-02,Moneragala,Rice,198.09,94.06
2023-09-03,Moneragala,Rice,193.01,52.89
2023-09-04,Moneragala,Rice,199.83,69.41
2023-09-05,Moneragala,Rice,196.99,61.86
2023-09-06,Moneragala,Rice,198.45,66.65
2023-09-07,Moneragala,Rice,193.71,73.62
2023-09-08,Moneragala,Rice,197.96,85.01
2023-09-09,Moneragala,Rice,192.49,77.34
2023-09-10,Moneragala,Rice,198.06,51.88
2023-09-11,Moneragala,Rice,196.04,67.93
2023-09-12,Moneragala,Rice,197.11,98.16
2023-09-13,Moneragala,Rice,192.26,75.03
2023-09-14,Moneragala,Rice,193.04,59.48
2023-09-15,Moneragala,Rice,197.24,54.11
2023-09-16,Moneragala,Rice,192.9,82.87
2023-09-17,Moneragala,Rice,196.86,61.51
2023-09-18,Moneragala,Rice,191.72,56.53
2023-09-19,Moneragala,Rice,197.94,79.15
2023-09-20,Moneragala,Rice,192.1,70.35
2023-09-21,Moneragala,Rice,197.11,87.86
2023-09-22,Moneragala,Rice,197.32,100.14
2023-09-23,Moneragala,Rice,193.6,53.4
2023-09-24,Moneragala,Rice,197.19,55.35
2023-09-25,Moneragala,Rice,196.29,47.85
2023-09-26,Moneragala,Rice,194.05,62.11
2023-09-27,Moneragala,Rice,192.73,66.44
2023-09-28,Moneragala,Rice,190.05,84.56
2023-09-29,Moneragala,Rice,196.54,84.86
2023-09-30,Moneragala,Rice,191.16,97.52
2023-10-01,Moneragala,Rice,228.42,35.05
2023-10-02,Moneragala,Rice,227.41,25.77
2023-10-03,Moneragala,Rice,230.06,48.21
2023-10-04,Moneragala,Rice,227.3,39.6
2023-10-05,Moneragala,Rice,227.23,40.95
2023-10-06,Moneragala,Rice,230.21,54.35
2023-10-07,Moneragala,Rice,229.09,51.46
2023-10-08,Moneragala,Rice,229.04,38.08
2023-10-09,Moneragala,Rice,229.47,33.12
2023-10-10,Moneragala,Rice,223.84,55.93
2023-10-11,Moneragala,Rice,230.28,46.9
2023-10-12,Moneragala,Rice,229.87,58.38
2023-10-13,Moneragala,Rice,225.3,52.58
2023-10-14,Moneragala,Rice,227.47,48.45
2023-10-15,Moneragala,Rice,228.04,36.11
2023-10-16,Moneragala,Rice,227.77,34.91
2023-10-17,Moneragala,Rice,229.09,61.97
2023-10-18,Moneragala,Rice,232.17,51.84
2023-10-19,Moneragala,Rice,231.19,49.99
2023-10-20,Moneragala,Rice,224.47,48.21
2023-10-21,Moneragala,Rice,229.9,56.32
2023-10-22,Moneragala,Rice,231.89,38.72
2023-10-23,Moneragala,Rice,229.24,33.56
2023-10-24,Moneragala,Rice,231.22,41.33
2023-10-25,Moneragala,Rice,233.81,43.24
2023-10-26,Moneragala,Rice,231.03,48.62
2023-10-27,Moneragala,Rice,228.85,60.12
2023-10-28,Moneragala,Rice,231.09,48.12
2023-10-29,Moneragala,Rice,228.56,31.88
2023-10-30,Moneragala,Rice,228.22,25.76
2023-10-31,Moneragala,Rice,227.16,61.35
2023-11-01,Moneragala,Rice,232.54,54.27
2023-11-02,Moneragala,Rice,225.85,55.97
2023-11-03,Moneragala,Rice,232.46,57.21
2023-11-04,Moneragala,Rice,229.56,48.76
2023-11-05,Moneragala,Rice,224.22,35.44
2023-11-06,Moneragala,Rice,229.18,42.82
2023-11-07,Moneragala,Rice,222.25,51.35
2023-11-08,Moneragala,Rice,229.91,54.41
2023-11-09,Moneragala,Rice,230.64,56.53
2023-11-10,Moneragala,Rice,226.49,54.82
2023-11-11,Moneragala,Rice,228.5,49.04
2023-11-12,Moneragala,Rice,233.64,34.82
2023-11-13,Moneragala,Rice,226.73,39.08
2023-11-14,Moneragala,Rice,225.18,55.82
2023-11-15,Moneragala,Rice,232.31,58.76
2023-11-16,Moneragala,Rice,233.67,54.13
2023-11-17,Moneragala,Rice,228.16,54.47
2023-11-18,Moneragala,Rice,230.99,46.65
2023-11-19,Moneragala,Rice,231.92,31.95
2023-11-20,Moneragala,Rice,226.07,39.1
2023-11-21,Moneragala,Rice,226.79,45.69
2023-11-22,Moneragala,Rice,231.61,49.84
2023-11-23,Moneragala,Rice,232.89,60.34
2023-11-24,Moneragala,Rice,229.73,59.15
2023-11-25,Moneragala,Rice,225.68,52.26
2023-11-26,Moneragala,Rice,233.73,33.45
2023-11-27,Moneragala,Rice,226.66,34.35
2023-11-28,Moneragala,Rice,227.21,56.51
2023-11-29,Moneragala,Rice,229.11,49.73
2023-11-30,Moneragala,Rice,232.52,45.81
2023-12-01,Moneragala,Rice,219.69,59.12
2023-12-02,Moneragala,Rice,218.45,51.36
2023-12-03,Moneragala,Rice,218.59,31.97
2023-12-04,Moneragala,Rice,217.41,37.51
2023-12-05,Moneragala,Rice,218.86,57.28
2023-12-06,Moneragala,Rice,210.18,42.44
2023-12-07,Moneragala,Rice,216.46,48.5
2023-12-08,Moneragala,Rice,217.97,48.15
2023-12-09,Moneragala,Rice,214.05,53.39
2023-12-10,Moneragala,Rice,218.37,38.32
2023-12-11,Moneragala,Rice,216.71,32.1
2023-12-12,Moneragala,Rice,222.22,38.8
2023-12-13,Moneragala,Rice,221.71,57.74
2023-12-14,Moneragala,Rice,215.98,41.6
2023-12-15,Moneragala,Rice,216.86,52.03
2023-12-16,Moneragala,Rice,217.08,49.01
2023-12-17,Moneragala,Rice,216.02,35.85
2023-12-18,Moneragala,Rice,230.87,45.77
2023-12-19,Moneragala,Rice,228.2,76.28
2023-12-20,Moneragala,Rice,227.15,39.56
2023-12-21,Moneragala,Rice,232.07,60.13
2023-12-22,Moneragala,Rice,241.87,52.93
2023-12-23,Moneragala,Rice,237.84,62.72
2023-12-24,Moneragala,Rice,242.62,43.39
2023-12-25,Moneragala,Rice,248.11,47.49
2023-12-26,Moneragala,Rice,218.0,52.14
2023-12-27,Moneragala,Rice,219.59,43.33
2023-12-28,Moneragala,Rice,217.19,56.96
2023-12-29,Moneragala,Rice,218.57,50.88
2023-12-30,Moneragala,Rice,215.84,48.25
2023-12-31,Moneragala,Rice,216.74,32.5
2024-01-01,Moneragala,Rice,216.71,40.28
2024-01-02,Moneragala,Rice,215.19,62.03
2024-01-03,Moneragala,Rice,216.79,41.03
2024-01-04,Moneragala,Rice,212.94,54.66
2024-01-05,Moneragala,Rice,215.91,47.21
2024-01-06,Moneragala,Rice,216.49,39.0
2024-01-07,Moneragala,Rice,225.26,36.92
2024-01-08,Moneragala,Rice,225.3,31.61
2024-01-09,Moneragala,Rice,225.81,39.39
2024-01-10,Moneragala,Rice,227.33,45.55
2024-01-11,Moneragala,Rice,234.96,44.66
2024-01-12,Moneragala,Rice,230.67,47.68
2024-01-13,Moneragala,Rice,229.12,42.3
2024-01-14,Moneragala,Rice,236.09,35.56
2024-01-15,Moneragala,Rice,215.92,31.26
2024-01-16,Moneragala,Rice,216.3,52.82
2024-01-17,Moneragala,Rice,215.13,54.45
2024-01-18,Moneragala,Rice,213.65,51.95
2024-01-19,Moneragala,Rice,216.01,48.23
2024-01-20,Moneragala,Rice,217.8,48.03
2024-01-21,Moneragala,Rice,218.96,30.61
2024-01-22,Moneragala,Rice,215.72,30.73
2024-01-23,Moneragala,Rice,216.13,55.28
2024-01-24,Moneragala,Rice,214.69,36.8
2024-01-25,Moneragala,Rice,217.2,49.39
2024-01-26,Moneragala,Rice,214.91,47.57
2024-01-27,Moneragala,Rice,218.9,54.49
2024-01-28,Moneragala,Rice,212.27,27.52
2024-01-29,Moneragala,Rice,216.28,35.07
2024-01-30,Moneragala,Rice,218.14,52.57
2024-01-31,Moneragala,Rice,217.81,35.71
2024-02-01,Moneragala,Rice,192.26,83.89
2024-02-02,Moneragala,Rice,185.68,98.62
2024-02-03,Moneragala,Rice,181.88,107.71
2024-02-04,Moneragala,Rice,184.43,71.92
2024-02-05,Moneragala,Rice,179.71,75.88
2024-02-06,Moneragala,Rice,184.47,83.81
2024-02-07,Moneragala,Rice,182.36,76.17
2024-02-08,Moneragala,Rice,187.27,101.27
2024-02-09,Moneragala,Rice,183.15,81.56
2024-02-10,Moneragala,Rice,184.37,87.02
2024-02-11,Moneragala,Rice,182.91,79.79
2024-02-12,Moneragala,Rice,189.58,71.99
2024-02-13,Moneragala,Rice,183.8,91.48
2024-02-14,Moneragala,Rice,189.85,89.53
2024-02-15,Moneragala,Rice,186.99,109.31
2024-02-16,Moneragala,Rice,186.05,103.18
2024-02-17,Moneragala,Rice,185.73,81.78
2024-02-18,Moneragala,Rice,185.8,49.55
2024-02-19,Moneragala,Rice,179.28,89.76
2024-02-20,Moneragala,Rice,183.91,81.66
2024-02-21,Moneragala,Rice,187.07,107.92
2024-02-22,Moneragala,Rice,184.56,122.66
2024-02-23,Moneragala,Rice,180.75,102.21
2024-02-24,Moneragala,Rice,184.55,90.99
2024-02-25,Moneragala,Rice,189.49,55.03
2024-02-26,Moneragala,Rice,188.2,54.88
2024-02-27,Moneragala,Rice,184.52,105.65
2024-02-28,Moneragala,Rice,187.37,121.76
2024-02-29,Moneragala,Rice,183.67,94.07
2024-03-01,Moneragala,Rice,179.91,91.66
2024-03-02,Moneragala,Rice,182.1,110.46
2024-03-03,Moneragala,Rice,189.09,62.8
2024-03-04,Moneragala,Rice,183.93,72.88
2024-03-05,Moneragala,Rice,184.01,100.63
2024-03-06,Moneragala,Rice,183.86,93.86
2024-03-07,Moneragala,Rice,190.05,99.77
2024-03-08,Moneragala,Rice,189.27,126.45
2024-03-09,Moneragala,Rice,190.93,109.07
2024-03-10,Moneragala,Rice,184.25,81.47
2024-03-11,Moneragala,Rice,185.53,60.35
2024-03-12,Moneragala,Rice,180.44,116.44
2024-03-13,Moneragala,Rice,188.85,109.59
2024-03-14,Moneragala,Rice,181.42,77.51
2024-03-15,Moneragala,Rice,185.31,108.1
2024-03-16,Moneragala,Rice,181.62,92.3
2024-03-17,Moneragala,Rice,183.04,53.77
2024-03-18,Moneragala,Rice,182.35,71.36
2024-03-19,Moneragala,Rice,182.99,108.09
2024-03-20,Moneragala,Rice,183.18,102.27
2024-03-21,Moneragala,Rice,183.16,98.36
2024-03-22,Moneragala,Rice,187.04,95.04
2024-03-23,Moneragala,Rice,181.59,137.0
2024-03-24,Moneragala,Rice,185.32,57.58
2024-03-25,Moneragala,Rice,188.12,79.17
2024-03-26,Moneragala,Rice,183.26,100.23
2024-03-27,Moneragala,Rice,182.68,87.18
2024-03-28,Moneragala,Rice,184.05,99.27
2024-03-29,Moneragala,Rice,188.01,79.11
2024-03-30,Moneragala,Rice,185.24,91.07
2024-03-31,Moneragala,Rice,183.21,69.51
2024-04-01,Moneragala,Rice,223.0,26.86
2024-04-02,Moneragala,Rice,218.54,53.8
2024-04-03,Moneragala,Rice,223.55,42.77
2024-04-04,Moneragala,Rice,222.78,39.11
2024-04-05,Moneragala,Rice,220.77,41.9
2024-04-06,Moneragala,Rice,250.31,73.75
2024-04-07,Moneragala,Rice,250.17,27.37
2024-04-08,Moneragala,Rice,254.17,41.47
2024-04-09,Moneragala,Rice,256.12,49.33
2024-04-10,Moneragala,Rice,274.14,56.66
2024-04-11,Moneragala,Rice,277.22,65.22
2024-04-12,Moneragala,Rice,270.07,64.78
2024-04-13,Moneragala,Rice,288.6,57.47
2024-04-14,Moneragala,Rice,288.04,34.56
2024-04-15,Moneragala,Rice,219.08,38.27
2024-04-16,Moneragala,Rice,219.01,54.14
2024-04-17,Moneragala,Rice,219.76,47.86
2024-04-18,Moneragala,Rice,222.46,53.31
2024-04-19,Moneragala,Rice,221.11,46.66
2024-04-20,Moneragala,Rice,215.35,43.8
2024-04-21,Moneragala,Rice,215.68,35.02
2024-04-22,Moneragala,Rice,219.93,37.72
2024-04-23,Moneragala,Rice,222.92,52.32
2024-04-24,Moneragala,Rice,213.92,53.82
2024-04-25,Moneragala,Rice,220.23,44.3
2024-04-26,Moneragala,Rice,220.16,61.86
2024-04-27,Moneragala,Rice,225.54,47.43
2024-04-28,Moneragala,Rice,220.55,34.38
2024-04-29,Moneragala,Rice,222.71,28.08
2024-04-30,Moneragala,Rice,222.03,48.55
2024-05-01,Moneragala,Rice,215.65,53.99
2024-05-02,Moneragala,Rice,223.79,55.72
2024-05-03,Moneragala,Rice,222.24,61.71
2024-05-04,Moneragala,Rice,223.06,53.9
2024-05-05,Moneragala,Rice,232.67,36.45
2024-05-06,Moneragala,Rice,215.78,32.66
2024-05-07,Moneragala,Rice,226.48,45.04
2024-05-08,Moneragala,Rice,220.83,57.28
2024-05-09,Moneragala,Rice,222.44,57.13
2024-05-10,Moneragala,Rice,221.51,41.92
2024-05-11,Moneragala,Rice,220.44,55.42
2024-05-12,Moneragala,Rice,220.04,38.41
2024-05-13,Moneragala,Rice,222.56,29.15
2024-05-14,Moneragala,Rice,217.37,54.05
2024-05-15,Moneragala,Rice,223.75,42.13
2024-05-16,Moneragala,Rice,238.2,33.81
2024-05-17,Moneragala,Rice,236.19,51.92
2024-05-18,Moneragala,Rice,238.1,55.26
2024-05-19,Moneragala,Rice,242.9,36.6
2024-05-20,Moneragala,Rice,251.16,55.66
2024-05-21,Moneragala,Rice,253.67,58.76
2024-05-22,Moneragala,Rice,250.61,56.83
2024-05-23,Moneragala,Rice,268.09,61.74
2024-05-24,Moneragala,Rice,223.56,46.69
2024-05-25,Moneragala,Rice,226.83,56.97
2024-05-26,Moneragala,Rice,221.14,36.9
2024-05-27,Moneragala,Rice,223.52,36.65
2024-05-28,Moneragala,Rice,221.91,45.32
2024-05-29,Moneragala,Rice,225.28,38.27
2024-05-30,Moneragala,Rice,219.62,46.24
2024-05-31,Moneragala,Rice,223.73,52.12
2024-06-01,Moneragala,Rice,216.74,46.66
2024-06-02,Moneragala,Rice,217.11,36.53
2024-06-03,Moneragala,Rice,217.55,33.78
2024-06-04,Moneragala,Rice,218.0,53.23
2024-06-05,Moneragala,Rice,216.96,42.67
2024-06-06,Moneragala,Rice,217.89,51.45
2024-06-07,Moneragala,Rice,221.73,45.19
2024-06-08,Moneragala,Rice,220.06,38.46
2024-06-09,Moneragala,Rice,219.73,34.13
2024-06-10,Moneragala,Rice,216.01,43.07
2024-06-11,Moneragala,Rice,214.79,39.06
2024-06-12,Moneragala,Rice,219.98,50.9
2024-06-13,Moneragala,Rice,219.75,55.98
2024-06-14,Moneragala,Rice,221.43,67.25
2024-06-15,Moneragala,Rice,215.59,46.3
2024-06-16,Moneragala,Rice,216.65,31.68
2024-06-17,Moneragala,Rice,212.69,28.87
2024-06-18,Moneragala,Rice,216.19,58.55
2024-06-19,Moneragala,Rice,220.09,43.49
2024-06-20,Moneragala,Rice,215.98,47.22
2024-06-21,Moneragala,Rice,219.09,36.13
2024-06-22,Moneragala,Rice,216.76,56.63
2024-06-23,Moneragala,Rice,218.2,41.08
2024-06-24,Moneragala,Rice,214.07,39.44
2024-06-25,Moneragala,Rice,217.53,37.96
2024-06-26,Moneragala,Rice,208.89,54.55
2024-06-27,Moneragala,Rice,216.77,37.45
2024-06-28,Moneragala,Rice,212.71,50.44
2024-06-29,Moneragala,Rice,220.68,51.54
2024-06-30,Moneragala,Rice,219.48,36.63
2024-07-01,Moneragala,Rice,196.88,60.49
2024-07-02,Moneragala,Rice,199.84,79.9
2024-07-03,Moneragala,Rice,192.9,56.45
2024-07-04,Moneragala,Rice,200.47,86.42
2024-07-05,Moneragala,Rice,198.18,81.17
2024-07-06,Moneragala,Rice,194.9,69.17
2024-07-07,Moneragala,Rice,198.75,42.82
2024-07-08,Moneragala,Rice,192.46,68.94
2024-07-09,Moneragala,Rice,193.25,94.78
2024-07-10,Moneragala,Rice,193.85,88.47
2024-07-11,Moneragala,Rice,194.08,71.88
2024-07-12,Moneragala,Rice,192.6,49.8
2024-07-13,Moneragala,Rice,199.0,89.18
2024-07-14,Moneragala,Rice,194.84,59.08
2024-07-15,Moneragala,Rice,196.55,52.85
2024-07-16,Moneragala,Rice,193.96,93.5
2024-07-17,Moneragala,Rice,190.45,90.18
2024-07-18,Moneragala,Rice,196.32,82.11
2024-07-19,Moneragala,Rice,190.19,80.42
2024-07-20,Moneragala,Rice,195.37,80.61
2024-07-21,Moneragala,Rice,191.72,61.71
2024-07-22,Moneragala,Rice,201.15,48.8
2024-07-23,Moneragala,Rice,198.12,85.11
2024-07-24,Moneragala,Rice,195.86,68.95
2024-07-25,Moneragala,Rice,199.11,96.04
2024-07-26,Moneragala,Rice,193.19,86.39
2024-07-27,Moneragala,Rice,197.09,71.74
2024-07-28,Moneragala,Rice,196.13,56.68
2024-07-29,Moneragala,Rice,196.31,48.83
2024-07-30,Moneragala,Rice,199.14,98.05
2024-07-31,Moneragala,Rice,197.62,99.47
2024-08-01,Moneragala,Rice,196.38,88.35
2024-08-02,Moneragala,Rice,190.92,98.68
2024-08-03,Moneragala,Rice,192.87,81.82
2024-08-04,Moneragala,Rice,195.22,62.41
2024-08-05,Moneragala,Rice,195.83,66.29
2024-08-06,Moneragala,Rice,192.39,79.93
2024-08-07,Moneragala,Rice,202.34,80.85
2024-08-08,Moneragala,Rice,199.82,91.2
2024-08-09,Moneragala,Rice,197.26,87.76
2024-08-10,Moneragala,Rice,195.77,70.93
2024-08-11,Moneragala,Rice,194.97,37.63
2024-08-12,Moneragala,Rice,192.89,54.53
2024-08-13,Moneragala,Rice,195.78,54.84
2024-08-14,Moneragala,Rice,196.29,68.11
2024-08-15,Moneragala,Rice,192.08,69.51
2024-08-16,Moneragala,Rice,196.5,73.18
2024-08-17,Moneragala,Rice,195.13,89.85
2024-08-18,Moneragala,Rice,190.2,64.72
2024-08-19,Moneragala,Rice,193.15,60.27
2024-08-20,Moneragala,Rice,194.4,87.59
2024-08-21,Moneragala,Rice,200.87,87.87
2024-08-22,Moneragala,Rice,197.13,50.04
2024-08-23,Moneragala,Rice,191.81,80.12
2024-08-24,Moneragala,Rice,196.93,58.44
2024-08-25,Moneragala,Rice,191.22,60.28
2024-08-26,Moneragala,Rice,198.61,38.42
2024-08-27,Moneragala,Rice,194.24,77.83
2024-08-28,Moneragala,Rice,195.3,86.57
2024-08-29,Moneragala,Rice,199.29,66.59
2024-08-30,Moneragala,Rice,191.95,91.54
2024-08-31,Moneragala,Rice,191.64,86.08
2024-09-01,Moneragala,Rice,193.93,59.2
2024-09-02,Moneragala,Rice,198.48,61.86
2024-09-03,Moneragala,Rice,191.3,75.69
2024-09-04,Moneragala,Rice,187.61,81.82
2024-09-05,Moneragala,Rice,194.3,80.12
2024-09-06,Moneragala,Rice,197.12,79.85
2024-09-07,Moneragala,Rice,198.94,71.94
2024-09-08,Moneragala,Rice,194.26,45.56
2024-09-09,Moneragala,Rice,194.41,53.17
2024-09-10,Moneragala,Rice,198.81,75.3
2024-09-11,Moneragala,Rice,190.31,71.16
2024-09-12,Moneragala,Rice,194.47,90.22
2024-09-13,Moneragala,Rice,196.1,65.93
2024-09-14,Moneragala,Rice,196.83,77.94
2024-09-15,Moneragala,Rice,194.13,65.8
2024-09-16,Moneragala,Rice,195.66,63.64
2024-09-17,Moneragala,Rice,188.57,94.6
2024-09-18,Moneragala,Rice,193.72,72.91
2024-09-19,Moneragala,Rice,196.84,89.41
2024-09-20,Moneragala,Rice,192.81,67.24
2024-09-21,Moneragala,Rice,195.73,76.69
2024-09-22,Moneragala,Rice,196.82,54.47
2024-09-23,Moneragala,Rice,194.6,51.16
2024-09-24,Moneragala,Rice,196.04,75.66
2024-09-25,Moneragala,Rice,192.86,74.08
2024-09-26,Moneragala,Rice,194.98,68.21
2024-09-27,Moneragala,Rice,197.28,90.28
2024-09-28,Moneragala,Rice,196.01,77.81
2024-09-29,Moneragala,Rice,193.92,57.69
2024-09-30,Moneragala,Rice,196.2,57.38
2024-10-01,Moneragala,Rice,230.16,50.41
2024-10-02,Moneragala,Rice,222.4,50.7
2024-10-03,Moneragala,Rice,231.41,47.71
2024-10-04,Moneragala,Rice,227.21,60.64
2024-10-05,Moneragala,Rice,229.35,55.71
2024-10-06,Moneragala,Rice,231.52,35.1
2024-10-07,Moneragala,Rice,224.3,32.65
2024-10-08,Moneragala,Rice,226.16,49.11
2024-10-09,Moneragala,Rice,227.35,53.13
2024-10-10,Moneragala,Rice,225.96,61.25
2024-10-11,Moneragala,Rice,233.03,39.7
2024-10-12,Moneragala,Rice,225.75,54.95
2024-10-13,Moneragala,Rice,226.6,40.92
2024-10-14,Moneragala,Rice,228.73,27.19
2024-10-15,Moneragala,Rice,224.78,48.64
2024-10-16,Moneragala,Rice,227.05,42.02
2022-01-01,Anuradhapura,Rice,216.39,53.23
2022-01-02,Anuradhapura,Rice,214.32,33.12
2022-01-03,Anuradhapura,Rice,215.08,34.32
2022-01-04,Anuradhapura,Rice,213.69,46.92
2022-01-05,Anuradhapura,Rice,210.55,55.4
2022-01-06,Anuradhapura,Rice,216.4,51.72
2022-01-07,Anuradhapura,Rice,229.59,53.39
2022-01-08,Anuradhapura,Rice,224.05,52.84
2022-01-09,Anuradhapura,Rice,224.71,39.22
2022-01-10,Anuradhapura,Rice,226.2,34.7
2022-01-11,Anuradhapura,Rice,226.41,66.27
2022-01-12,Anuradhapura,Rice,235.88,43.02
2022-01-13,Anuradhapura,Rice,231.1,39.13
2022-01-14,Anuradhapura,Rice,242.12,39.35
2022-01-15,Anuradhapura,Rice,213.04,34.4
2022-01-16,Anuradhapura,Rice,221.17,38.53
2022-01-17,Anuradhapura,Rice,217.85,37.89
2022-01-18,Anuradhapura,Rice,217.14,59.06
2022-01-19,Anuradhapura,Rice,216.12,42.08
2022-01-20,Anuradhapura,Rice,214.58,55.59
2022-01-21,Anuradhapura,Rice,219.2,50.43
2022-01-22,Anuradhapura,Rice,215.82,51.25
2022-01-23,Anuradhapura,Rice,209.11,38.28
2022-01-24,Anuradhapura,Rice,211.82,31.03
2022-01-25,Anuradhapura,Rice,214.78,69.4
2022-01-26,Anuradhapura,Rice,216.37,59.99
2022-01-27,Anuradhapura,Rice,215.2,46.01
2022-01-28,Anuradhapura,Rice,219.26,41.82
2022-01-29,Anuradhapura,Rice,209.16,49.34
2022-01-30,Anuradhapura,Rice,215.83,35.96
2022-01-31,Anuradhapura,Rice,209.58,40.59
2022-02-01,Anuradhapura,Rice,185.49,82.47
2022-02-02,Anuradhapura,Rice,182.77,104.28
2022-02-03,Anuradhapura,Rice,184.41,77.06
2022-02-04,Anuradhapura,Rice,180.32,106.55
2022-02-05,Anuradhapura,Rice,187.15,98.39
2022-02-06,Anuradhapura,Rice,186.39,90.34
2022-02-07,Anuradhapura,Rice,184.93,53.77
2022-02-08,Anuradhapura,Rice,182.66,120.56
2022-02-09,Anuradhapura,Rice,184.92,74.44
2022-02-10,Anuradhapura,Rice,180.82,80.09
2022-02-11,Anuradhapura,Rice,185.8,74.84
2022-02-12,Anuradhapura,Rice,188.33,103.76
2022-02-13,Anuradhapura,Rice,186.48,57.68
2022-02-14,Anuradhapura,Rice,180.75,55.84
2022-02-15,Anuradhapura,Rice,184.22,103.04
2022-02-16,Anuradhapura,Rice,178.95,106.78
2022-02-17,Anuradhapura,Rice,184.89,100.6
2022-02-18,Anuradhapura,Rice,184.51,97.57
2022-02-19,Anuradhapura,Rice,177.11,127.43
2022-02-20,Anuradhapura,Rice,179.37,71.53
2022-02-21,Anuradhapura,Rice,182.17,78.46
2022-02-22,Anuradhapura,Rice,182.11,102.14
2022-02-23,Anuradhapura,Rice,179.22,83.53
2022-02-24,Anuradhapura,Rice,184.31,108.25
2022-02-25,Anuradhapura,Rice,183.87,90.16
2022-02-26,Anuradhapura,Rice,182.45,98.64
2022-02-27,Anuradhapura,Rice,180.66,73.21
2022-02-28,Anuradhapura,Rice,186.41,49.62
2022-03-01,Anuradhapura,Rice,188.35,75.86
2022-03-02,Anuradhapura,Rice,181.53,113.64
2022-03-03,Anuradhapura,Rice,181.12,90.04
2022-03-04,Anuradhapura,Rice,184.64,90.76
2022-03-05,Anuradhapura,Rice,181.93,102.5
2022-03-06,Anuradhapura,Rice,182.63,65.95
2022-03-07,Anuradhapura,Rice,185.43,74.38
2022-03-08,Anuradhapura,Rice,176.99,99.23
2022-03-09,Anuradhapura,Rice,187.27,102.98
2022-03-10,Anuradhapura,Rice,183.3,89.47
2022-03-11,Anuradhapura,Rice,181.76,102.9
2022-03-12,Anuradhapura,Rice,182.79,116.58
2022-03-13,Anuradhapura,Rice,182.95,64.04
2022-03-14,Anuradhapura,Rice,177.55,79.61
2022-03-15,Anuradhapura,Rice,187.84,99.23
2022-03-16,Anuradhapura,Rice,183.2,111.02
2022-03-17,Anuradhapura,Rice,184.48,101.93
2022-03-18,Anuradhapura,Rice,186.1,99.5
2022-03-19,Anuradhapura,Rice,179.82,105.25
2022-03-20,Anuradhapura,Rice,184.58,82.74
2022-03-21,Anuradhapura,Rice,182.22,72.48
2022-03-22,Anuradhapura,Rice,185.77,107.18
2022-03-23,Anuradhapura,Rice,176.29,94.47
2022-03-24,Anuradhapura,Rice,182.75,123.56
2022-03-25,Anuradhapura,Rice,181.15,109.61
2022-03-26,Anuradhapura,Rice,184.45,101.17
2022-03-27,Anuradhapura,Rice,184.57,68.71
2022-03-28,Anuradhapura,Rice,180.82,80.27
2022-03-29,Anuradhapura,Rice,180.8,90.91
2022-03-30,Anuradhapura,Rice,182.72,73.26
2022-03-31,Anuradhapura,Rice,180.21,101.09
2022-04-01,Anuradhapura,Rice,222.37,58.93
2022-04-02,Anuradhapura,Rice,218.51,61.93
2022-04-03,Anuradhapura,Rice,210.42,34.44
2022-04-04,Anuradhapura,Rice,218.49,35.23
2022-04-05,Anuradhapura,Rice,216.37,53.9
2022-04-06,Anuradhapura,Rice,214.49,48.02
2022-04-07,Anuradhapura,Rice,246.5,59.91
2022-04-08,Anuradhapura,Rice,250.79,54.89
2022-04-09,Anuradhapura,Rice,254.68,64.03
2022-04-10,Anuradhapura,Rice,251.44,43.14
2022-04-11,Anuradhapura,Rice,271.57,46.95
2022-04-12,Anuradhapura,Rice,274.96,57.96
2022-04-13,Anuradhapura,Rice,272.04,77.08
2022-04-14,Anuradhapura,Rice,286.0,68.65
2022-04-15,Anuradhapura,Rice,281.91,64.3
2022-04-16,Anuradhapura,Rice,214.1,44.29
2022-04-17,Anuradhapura,Rice,218.44,34.49
2022-04-18,Anuradhapura,Rice,220.19,35.6
2022-04-19,Anuradhapura,Rice,219.38,44.09
2022-04-20,Anuradhapura,Rice,218.36,47.81
2022-04-21,Anuradhapura,Rice,216.67,48.76
2022-04-22,Anuradhapura,Rice,221.62,50.42
2022-04-23,Anuradhapura,Rice,215.49,36.78
2022-04-24,Anuradhapura,Rice,222.16,34.29
2022-04-25,Anuradhapura,Rice,216.49,33.02
2022-04-26,Anuradhapura,Rice,217.29,49.84
2022-04-27,Anuradhapura,Rice,215.01,57.76
2022-04-28,Anuradhapura,Rice,218.09,65.39
2022-04-29,Anuradhapura,Rice,222.79,55.09
2022-04-30,Anuradhapura,Rice,221.33,40.74
2022-05-01,Anuradhapura,Rice,222.8,33.19
2022-05-02,Anuradhapura,Rice,221.35,38.13
2022-05-03,Anuradhapura,Rice,216.17,53.62
2022-05-04,Anuradhapura,Rice,218.63,57.4
2022-05-05,Anuradhapura,Rice,217.2,49.27
2022-05-06,Anuradhapura,Rice,223.93,47.27
2022-05-07,Anuradhapura,Rice,215.87,63.14
2022-05-08,Anuradhapura,Rice,222.53,35.31
2022-05-09,Anuradhapura,Rice,240.11,31.56
2022-05-10,Anuradhapura,Rice,243.09,64.97
2022-05-11,Anuradhapura,Rice,235.95,41.26
