Date,market,item,quantity_tonnes,price,temp,rainfall,humidity,wind_speed,sunshine_hours,is_holiday,holiday_name
2021-09-05,Mannar,Red Onion,25.7,268.56,27.4,0.0,82,46.1,11.0,0,
2021-09-05,Nuwara Eliya,Red Onion,30.0,284.8,15.4,10.4,97,22.5,11.0,0,
2021-09-05,Colombo,Beetroot,25.9,64.4,25.7,16.2,90,20.8,10.728344444444446,0,
2021-09-05,Dambulla,Beetroot,15.27,66.01,25.0,2.6,84,31.0,10.216355555555555,0,
2021-09-05,Meegoda,Radish,19.55,66.7,25.0,19.3,92,16.9,9.280475,0,
2021-09-05,Nuwara Eliya,Beetroot,15.42,93.53,15.4,10.4,97,22.5,11.0,0,
2021-09-05,Puttalam,Red Onion,30.92,272.87,26.7,5.0,84,27.5,10.544447222222225,0,
2021-09-05,Batticaloa,Red Onion,26.34,228.36,28.0,1.5,80,17.0,10.586,0,
2021-09-05,Kandy,Rice,39.47,177.13,23.2,4.6,87,25.0,10.69915,0,
2021-09-05,Thambuththegama,Red Onion,29.51,272.67,26.1,3.3,84,25.0,10.545816666666669,0,
2021-09-05,Trincomalee,Red Onion,26.03,349.75,28.4,0.0,71,30.2,11.0,0,
2021-09-05,Kandy,Beetroot,16.33,166.26,23.2,4.6,87,25.0,10.69915,0,
2021-09-05,Kurunegala,Rice,37.75,159.45,24.5,8.5,91,21.2,8.300922222222223,0,
2021-09-05,Meegoda,Red Onion,31.5,260.47,25.0,19.3,92,16.9,9.280475,0,
2021-09-05,Dambulla,Red Onion,33.6,295.34,25.0,2.6,84,31.0,10.216355555555555,0,
2021-09-05,Ampara,Rice,32.52,160.41,28.9,0.1,66,10.8,10.630891666666669,0,
2021-09-05,Colombo,Red Onion,44.04,292.86,25.7,16.2,90,20.8,10.728344444444446,0,
2021-09-05,Jaffna,Red Onion,32.8,204.43,27.7,1.9,81,33.4,11.0,0,
2021-09-05,Anuradhapura,Rice,36.58,155.04,26.6,1.8,81,27.5,10.914686111111113,0,
2021-09-05,Kandy,Radish,21.25,60.76,23.2,4.6,87,25.0,10.69915,0,
2021-09-05,Mullaittivu,Red Onion,22.14,350.72,29.1,0.0,68,29.6,11.0,0,
2021-09-05,Dambulla,Rice,39.81,155.89,25.0,2.6,84,31.0,10.216355555555555,0,
2021-09-05,Colombo,Rice,50.92,157.84,25.7,16.2,90,20.8,10.728344444444446,0,
2021-09-05,Moneragala,Radish,16.28,77.98,27.9,0.3,66,18.7,10.801544444444444,0,
2021-09-05,Puttalam,Rice,35.98,160.21,26.7,5.0,84,27.5,10.544447222222225,0,
2021-09-05,Bandarawela,Beetroot,14.74,154.62,20.5,0.8,81,11.1,11.0,0,
2021-09-05,Moneragala,Red Onion,26.02,328.11,27.9,0.3,66,18.7,10.801544444444444,0,
2021-09-05,Moneragala,Rice,36.53,156.8,27.9,0.3,66,18.7,10.801544444444444,0,
2021-09-05,Kandy,Red Onion,31.37,267.71,23.2,4.6,87,25.0,10.69915,0,
2021-09-06,Moneragala,Rice,30.96,156.94,27.0,0.0,71,11.8,3.5744972222222224,0,
2021-09-06,Kandy,Red Onion,29.61,269.29,22.9,6.7,90,18.6,5.838191666666667,0,
2021-09-06,Colombo,Beetroot,27.55,54.61,26.0,31.7,87,21.0,8.954930555555556,0,
2021-09-06,Thambuththegama,Beetroot,16.73,64.82,26.8,1.0,79,26.8,10.320225,0,
2021-09-06,Kandy,Beetroot,15.19,167.0,22.9,6.7,90,18.6,5.838191666666667,0,
2021-09-06,Dambulla,Radish,26.08,32.42,24.8,3.6,86,29.8,8.65706111111111,0,
2021-09-06,Kandy,Rice,35.71,177.01,22.9,6.7,90,18.6,5.838191666666667,0,
2021-09-06,Dambulla,Rice,41.66,155.91,24.8,3.6,86,29.8,8.65706111111111,0,
2021-09-06,Nuwara Eliya,Red Onion,29.18,276.53,14.9,17.4,98,25.9,2.053952777777777,0,
2021-09-06,Colombo,Red Onion,45.98,297.8,26.0,31.7,87,21.0,8.954930555555556,0,
2021-09-06,Colombo,Rice,57.53,158.9,26.0,31.7,87,21.0,8.954930555555556,0,
2021-09-06,Nuwara Eliya,Beetroot,15.41,104.91,14.9,17.4,98,25.9,2.053952777777777,0,
2021-09-06,Mannar,Red Onion,26.19,260.11,27.6,0.2,83,44.0,8.592005555555556,0,
2021-09-06,Jaffna,Red Onion,28.29,203.56,28.0,0.3,82,31.0,7.484880555555556,0,
2021-09-06,Trincomalee,Red Onion,26.88,352.1,28.4,1.0,70,24.9,6.577713888888889,0,
2021-09-06,Anuradhapura,Rice,38.05,155.15,27.1,1.8,77,27.3,9.239983333333337,0,
2021-09-06,Puttalam,Red Onion,24.3,284.03,27.1,4.9,83,27.7,10.326183333333336,0,
2021-09-06,Mullaittivu,Red Onion,24.96,231.57,29.1,1.0,69,22.4,8.166841666666667,0,
2021-09-06,Dambulla,Beetroot,16.91,67.65,24.8,3.6,86,29.8,8.65706111111111,0,
2021-09-06,Kandy,Radish,20.86,60.25,22.9,6.7,90,18.6,5.838191666666667,0,
2021-09-06,Mullaittivu,Red Onion,23.48,350.63,29.1,1.0,69,22.4,8.166841666666667,0,
2021-09-06,Moneragala,Radish,17.12,76.4,27.0,0.0,71,11.8,3.5744972222222224,0,
2021-09-06,Kurunegala,Rice,35.4,159.31,24.3,12.7,93,19.5,5.993433333333334,0,
2021-09-06,Embilipitiya,Red Onion,28.85,267.06,27.8,1.4,72,20.5,9.619411111111113,0,
2021-09-06,Thambuththegama,Red Onion,37.05,267.25,26.8,1.0,79,26.8,10.320225,0,
2021-09-06,Meegoda,Radish,20.32,65.99,25.0,29.6,91,18.1,8.862647222222222,0,
2021-09-06,Ampara,Rice,42.08,160.29,29.4,0.5,65,14.5,8.456844444444444,0,
2021-09-06,Batticaloa,Red Onion,27.97,223.64,29.4,0.2,66,20.2,11.0,0,
2021-09-06,Dambulla,Red Onion,32.48,294.6,24.8,3.6,86,29.8,8.65706111111111,0,
2021-09-06,Meegoda,Red Onion,33.13,253.63,25.0,29.6,91,18.1,8.862647222222222,0,
2021-09-06,Moneragala,Red Onion,22.25,328.5,27.0,0.0,71,11.8,3.5744972222222224,0,
2021-09-06,Bandarawela,Beetroot,15.39,162.47,20.8,0.3,80,7.2,2.815461111111111,0,
2021-09-06,Polonnaruwa,Rice,35.62,161.42,28.3,0.6,68,28.5,6.960075,0,
2021-09-06,Colombo,Radish,30.57,41.24,26.0,31.7,87,21.0,8.954930555555556,0,
2021-09-06,Vavuniya,Red Onion,28.91,205.11,28.2,0.0,71,24.4,8.000486111111112,0,
2021-09-06,Puttalam,Rice,34.54,160.96,27.1,4.9,83,27.7,10.326183333333336,0,
2021-09-07,Mullaittivu,Red Onion,27.04,350.79,29.9,0.0,63,26.9,10.434161111111113,0,
2021-09-07,Meegoda,Radish,19.35,66.06,25.6,12.0,91,16.0,8.325541666666666,0,
2021-09-07,Dambulla,Beetroot,19.26,85.84,25.9,0.5,80,29.2,10.140413888888888,0,
2021-09-07,Mullaittivu,Red Onion,27.25,226.52,29.9,0.0,63,26.9,10.434161111111113,0,
2021-09-07,Colombo,Rice,54.75,158.04,26.4,6.8,88,17.8,9.969072222222223,0,
2021-09-07,Colombo,Radish,31.12,41.66,26.4,6.8,88,17.8,9.969072222222223,0,
2021-09-07,Moneragala,Radish,16.38,77.61,28.5,1.0,64,16.7,11.028711111111113,0,
2021-09-07,Moneragala,Red Onion,26.22,328.67,28.5,1.0,64,16.7,11.028711111111113,0,
2021-09-07,Nuwara Eliya,Red Onion,25.84,277.18,15.2,4.4,94,25.9,10.04640277777778,0,
2021-09-07,Thambuththegama,Red Onion,29.28,259.02,27.2,0.8,77,26.7,10.402583333333334,0,
2021-09-07,Anuradhapura,Rice,38.8,155.55,27.6,0.0,75,26.9,10.461422222222224,0,
2021-09-07,Dambulla,Radish,24.93,32.0,25.9,0.5,80,29.2,10.140413888888888,0,
2021-09-07,Kandy,Red Onion,35.6,269.2,23.7,1.4,84,22.2,10.108916666666666,0,
2021-09-07,Kandy,Beetroot,15.97,167.22,23.7,1.4,84,22.2,10.108916666666666,0,
2021-09-07,Ampara,Rice,36.07,160.21,29.8,0.7,67,9.4,11.009086111111111,0,
2021-09-07,Polonnaruwa,Rice,38.67,161.47,29.5,0.0,63,27.2,11.073694444444444,0,
2021-09-07,Thambuththegama,Beetroot,15.99,69.7,27.2,0.8,77,26.7,10.402583333333334,0,
2021-09-07,Kandy,Radish,18.6,60.17,23.7,1.4,84,22.2,10.108916666666666,0,
2021-09-07,Puttalam,Rice,34.27,161.62,27.3,1.6,83,27.0,10.323944444444445,0,
2021-09-07,Trincomalee,Red Onion,29.1,352.58,29.7,0.0,64,26.6,11.0,0,
2021-09-07,Kandy,Rice,37.05,177.09,23.7,1.4,84,22.2,10.108916666666666,0,
2021-09-07,Embilipitiya,Red Onion,32.41,267.71,28.5,0.9,69,22.7,10.07345,0,
2021-09-07,Mannar,Red Onion,23.71,255.2,27.8,0.0,80,48.6,10.317716666666666,0,
2021-09-07,Colombo,Beetroot,25.02,50.7,26.4,6.8,88,17.8,9.969072222222223,0,
2021-09-07,Meegoda,Red Onion,33.03,257.69,25.6,12.0,91,16.0,8.325541666666666,0,
2021-09-07,Dambulla,Red Onion,36.45,295.66,25.9,0.5,80,29.2,10.140413888888888,0,
2021-09-07,Vavuniya,Red Onion,25.36,205.03,28.6,0.1,68,27.6,10.554558333333334,0,
2021-09-07,Moneragala,Rice,35.82,157.06,28.5,1.0,64,16.7,11.028711111111113,0,
2021-09-07,Batticaloa,Red Onion,24.8,230.91,29.8,1.6,66,16.8,11.008308333333334,0,
2021-09-07,Kurunegala,Rice,40.34,159.14,25.3,7.3,88,22.1,9.576494444444444,0,
2021-09-07,Jaffna,Red Onion,29.66,203.76,27.9,0.1,82,36.9,10.331375,0,
2021-09-07,Dambulla,Rice,44.58,155.7,25.9,0.5,80,29.2,10.140413888888888,0,
2021-09-07,Nuwara Eliya,Beetroot,16.35,106.93,15.2,4.4,94,25.9,10.04640277777778,0,
2021-09-07,Colombo,Red Onion,42.19,299.92,26.4,6.8,88,17.8,9.969072222222223,0,
2021-09-07,Puttalam,Red Onion,29.26,281.04,27.3,1.6,83,27.0,10.323944444444445,0,
2021-09-07,Bandarawela,Beetroot,14.26,167.67,21.2,0.2,74,8.8,11.03678611111111,0,
2021-09-08,Kandy,Red Onion,33.36,268.16,23.5,1.8,83,20.6,11.09758888888889,0,
2021-09-08,Kandy,Rice,38.02,177.01,23.5,1.8,83,20.6,11.09758888888889,0,
2021-09-08,Kandy,Beetroot,14.33,166.59,23.5,1.8,83,20.6,11.09758888888889,0,
2021-09-08,Vavuniya,Red Onion,26.95,204.91,28.8,0.0,66,24.6,11.12305,0,
2021-09-08,Colombo,Radish,31.15,39.85,26.4,6.1,88,18.2,11.068877777777775,0,
2021-09-08,Moneragala,Rice,32.43,156.92,28.9,0.8,61,13.0,11.0,0,
2021-09-08,Puttalam,Rice,32.22,161.59,27.4,0.6,81,25.6,11.095161111111112,0,
2021-09-08,Puttalam,Red Onion,28.21,275.4,27.4,0.6,81,25.6,11.095161111111112,0,
2021-09-08,Moneragala,Radish,18.02,81.41,28.9,0.8,61,13.0,11.0,0,
2021-09-08,Polonnaruwa,Rice,37.2,161.42,29.8,0.0,61,26.6,11.026394444444444,0,
2021-09-08,Trincomalee,Red Onion,24.43,351.43,29.8,0.0,62,22.6,11.050872222222225,0,
2021-09-08,Colombo,Beetroot,20.28,57.91,26.4,6.1,88,18.2,11.068877777777775,0,
2021-09-08,Mannar,Red Onion,22.32,253.48,27.9,0.0,78,41.1,11.177191666666667,0,
2021-09-08,Colombo,Rice,52.92,159.06,26.4,6.1,88,18.2,11.068877777777775,0,
2021-09-08,Ampara,Rice,36.18,159.46,29.5,0.7,66,12.4,11.0,0,
2021-09-08,Dambulla,Radish,21.02,34.89,26.3,0.9,78,25.1,11.1226,0,
2021-09-08,Thambuththegama,Beetroot,15.05,73.27,27.6,0.2,75,23.5,11.096933333333332,0,
2021-09-08,Batticaloa,Red Onion,29.0,229.62,29.2,1.0,67,21.9,11.014097222222222,0,
2021-09-08,Anuradhapura,Rice,43.23,155.41,27.9,0.0,73,24.5,11.045966666666668,0,
2021-09-08,Dambulla,Beetroot,18.02,78.24,26.3,0.9,78,25.1,11.1226,0,
2021-09-08,Thambuththegama,Red Onion,26.02,262.38,27.6,0.2,75,23.5,11.096933333333332,0,
2021-09-08,Nuwara Eliya,Beetroot,12.89,105.97,15.1,1.9,92,18.9,11.09764722222222,0,
2021-09-08,Mullaittivu,Red Onion,26.28,222.87,29.9,0.0,61,24.8,11.098069444444445,0,
2021-09-08,Bandarawela,Beetroot,15.99,166.09,20.3,3.9,78,7.4,11.09763888888889,0,
2021-09-08,Jaffna,Red Onion,26.21,205.18,27.9,0.1,82,32.7,11.150075,0,
2021-09-08,Kandy,Radish,26.29,60.89,23.5,1.8,83,20.6,11.09758888888889,0,
2021-09-08,Dambulla,Rice,39.91,155.87,26.3,0.9,78,25.1,11.1226,0,
2021-09-08,Mullaittivu,Red Onion,23.62,351.65,29.9,0.0,61,24.8,11.098069444444445,0,
2021-09-08,Nuwara Eliya,Red Onion,26.17,279.61,15.1,1.9,92,18.9,11.09764722222222,0,
2021-09-08,Meegoda,Radish,20.48,63.61,25.6,7.4,91,14.0,10.13604722222222,0,
2021-09-08,Meegoda,Red Onion,30.21,253.45,25.6,7.4,91,14.0,10.13604722222222,0,
2021-09-08,Colombo,Red Onion,40.64,296.95,26.4,6.1,88,18.2,11.068877777777775,0,
2021-09-08,Moneragala,Red Onion,24.18,328.59,28.9,0.8,61,13.0,11.0,0,
2021-09-08,Dambulla,Red Onion,33.38,296.15,26.3,0.9,78,25.1,11.1226,0,
2021-09-08,Embilipitiya,Red Onion,31.78,265.47,28.4,0.7,70,20.9,11.049980555555557,0,
2021-09-08,Kurunegala,Rice,35.22,159.16,25.7,3.6,86,19.9,11.122722222222222,0,
2021-09-09,Dambulla,Rice,41.02,155.44,26.5,0.0,75,23.5,9.96635,0,
2021-09-09,Moneragala,Rice,31.83,156.55,29.4,0.4,58,9.6,11.0,0,
2021-09-09,Puttalam,Rice,29.45,161.64,27.3,0.0,82,22.7,11.149316666666667,0,
2021-09-09,Kandy,Radish,24.39,60.35,23.7,0.0,82,16.1,10.888022222222222,0,
2021-09-09,Bandarawela,Beetroot,15.02,156.28,20.6,2.7,77,8.7,11.07423611111111,0,
2021-09-09,Mullaittivu,Red Onion,23.57,351.15,30.2,0.0,61,22.2,11.0,0,
2021-09-09,Meegoda,Radish,19.68,64.62,26.2,1.9,83,13.4,10.94566388888889,0,
2021-09-09,Trincomalee,Red Onion,27.71,349.48,29.8,0.1,65,22.4,10.907630555555556,0,
2021-09-09,Kurunegala,Rice,31.76,159.31,26.1,0.3,81,15.7,10.441697222222222,0,
2021-09-09,Batticaloa,Red Onion,27.78,236.61,29.3,0.2,68,24.8,9.103730555555556,0,
2021-09-09,Moneragala,Red Onion,24.79,328.39,29.4,0.4,58,9.6,11.0,0,
2021-09-09,Dambulla,Red Onion,33.35,297.38,26.5,0.0,75,23.5,9.96635,0,
2021-09-09,Colombo,Rice,52.23,159.39,27.1,0.9,82,15.8,11.0,0,
2021-09-09,Dambulla,Radish,25.61,36.16,26.5,0.0,75,23.5,9.96635,0,
2021-09-09,Kandy,Rice,40.45,176.97,23.7,0.0,82,16.1,10.888022222222222,0,
2021-09-09,Mullaittivu,Red Onion,23.99,219.72,30.2,0.0,61,22.2,11.0,0,
2021-09-09,Jaffna,Red Onion,27.22,207.39,28.0,0.0,80,27.9,10.636044444444446,0,
2021-09-09,Dambulla,Beetroot,19.56,81.87,26.5,0.0,75,23.5,9.96635,0,
2021-09-09,Nuwara Eliya,Red Onion,27.77,281.45,16.1,0.0,80,12.4,10.804136111111111,0,
2021-09-09,Nuwara Eliya,Beetroot,14.83,94.96,16.1,0.0,80,12.4,10.804136111111111,0,
2021-09-09,Puttalam,Red Onion,24.98,272.73,27.3,0.0,82,22.7,11.149316666666667,0,
2021-09-09,Colombo,Red Onion,35.72,300.9,27.1,0.9,82,15.8,11.0,0,
2021-09-09,Moneragala,Radish,15.92,78.98,29.4,0.4,58,9.6,11.0,0,
2021-09-09,Polonnaruwa,Rice,37.43,161.46,29.8,0.0,60,21.1,10.326630555555557,0,
2021-09-09,Vavuniya,Red Onion,26.75,204.99,28.9,0.0,66,19.5,10.98975,0,
2021-09-09,Kandy,Beetroot,15.52,167.38,23.7,0.0,82,16.1,10.888022222222222,0,
2021-09-09,Colombo,Beetroot,23.37,62.09,27.1,0.9,82,15.8,11.0,0,
2021-09-09,Mannar,Red Onion,26.08,249.74,28.0,0.0,78,38.9,11.041936111111111,0,
2021-09-09,Thambuththegama,Beetroot,15.44,82.16,27.4,0.0,76,20.7,10.933647222222222,0,
2021-09-09,Kandy,Red Onion,33.98,268.89,23.7,0.0,82,16.1,10.888022222222222,0,
2021-09-09,Embilipitiya,Red Onion,34.24,255.29,29.0,0.0,65,21.2,11.097444444444443,0,
2021-09-09,Meegoda,Red Onion,33.9,249.58,26.2,1.9,83,13.4,10.94566388888889,0,
2021-09-09,Ampara,Rice,37.03,159.67,29.2,0.7,70,15.5,8.781783333333333,0,
2021-09-09,Thambuththegama,Red Onion,31.11,255.08,27.4,0.0,76,20.7,10.933647222222222,0,
2021-09-09,Anuradhapura,Rice,42.96,155.71,27.7,0.0,74,20.7,11.122811111111112,0,
2021-09-09,Colombo,Radish,29.89,43.35,27.1,0.9,82,15.8,11.0,0,
2021-09-10,Kandy,Rice,41.69,176.75,23.5,2.0,83,17.5,11.0,0,
2021-09-10,Mullaittivu,Red Onion,18.93,351.16,30.0,0.2,65,21.9,9.636611111111112,0,
2021-09-10,Moneragala,Radish,17.71,76.72,28.7,1.4,63,16.5,10.85323888888889,0,
2021-09-10,Thambuththegama,Red Onion,30.78,259.33,27.5,0.2,77,24.2,10.3944,0,
2021-09-10,Kandy,Red Onion,32.67,267.7,23.5,2.0,83,17.5,11.0,0,
2021-09-10,Dambulla,Beetroot,16.9,86.95,26.4,0.0,76,28.2,10.172952777777777,0,
2021-09-10,Dambulla,Rice,39.32,155.68,26.4,0.0,76,28.2,10.172952777777777,0,
2021-09-10,Bandarawela,Beetroot,14.35,161.51,20.8,1.9,72,8.2,11.028794444444443,0,
2021-09-10,Colombo,Red Onion,39.94,294.59,26.7,3.9,86,17.3,8.742194444444445,0,
2021-09-10,Embilipitiya,Red Onion,29.83,258.77,28.4,1.0,70,22.7,10.61073611111111,0,
2021-09-10,Kurunegala,Rice,34.64,159.57,25.5,3.6,86,19.6,10.666466666666668,0,
2021-09-10,Colombo,Radish,31.22,41.89,26.7,3.9,86,17.3,8.742194444444445,0,
2021-09-10,Moneragala,Red Onion,27.62,328.51,28.7,1.4,63,16.5,10.85323888888889,0,
2021-09-10,Puttalam,Rice,34.67,161.81,27.5,0.4,81,27.8,10.636633333333332,0,
2021-09-10,Anuradhapura,Rice,35.72,156.1,27.9,0.0,75,24.5,10.33932777777778,0,
2021-09-10,Dambulla,Radish,24.58,36.86,26.4,0.0,76,28.2,10.172952777777777,0,
2021-09-10,Kandy,Beetroot,15.04,168.27,23.5,2.0,83,17.5,11.0,0,
2021-09-10,Mullaittivu,Red Onion,28.55,214.89,30.0,0.2,65,21.9,9.636611111111112,0,
2021-09-10,Jaffna,Red Onion,31.21,205.28,28.1,0.0,82,28.2,10.769777777777778,0,
2021-09-10,Nuwara Eliya,Red Onion,26.34,290.55,15.4,1.4,89,15.1,10.676933333333332,0,
2021-09-10,Nuwara Eliya,Beetroot,15.43,89.08,15.4,1.4,89,15.1,10.676933333333332,0,
2021-09-10,Thambuththegama,Beetroot,16.33,85.35,27.5,0.2,77,24.2,10.3944,0,
2021-09-10,Vavuniya,Red Onion,19.62,204.88,28.9,0.0,68,24.2,11.0,0,
2021-09-10,Ampara,Rice,37.51,159.81,30.0,2.7,63,11.4,10.916705555555556,0,
2021-09-10,Colombo,Beetroot,21.22,61.14,26.7,3.9,86,17.3,8.742194444444445,0,
2021-09-10,Meegoda,Red Onion,33.72,250.31,25.5,4.8,90,14.0,7.85711111111111,0,
2021-09-10,Dambulla,Red Onion,33.12,297.26,26.4,0.0,76,28.2,10.172952777777777,0,
2021-09-10,Kandy,Radish,21.91,60.15,23.5,2.0,83,17.5,11.0,0,
2021-09-10,Mannar,Red Onion,24.6,248.22,28.2,0.0,79,38.8,10.956611111111112,0,
2021-09-10,Colombo,Rice,47.4,159.39,26.7,3.9,86,17.3,8.742194444444445,0,
2021-09-10,Polonnaruwa,Rice,36.37,161.38,29.9,0.0,60,24.0,10.254616666666667,0,
2021-09-10,Moneragala,Rice,32.19,155.68,28.7,1.4,63,16.5,10.85323888888889,0,
2021-09-10,Meegoda,Radish,19.79,66.98,25.5,4.8,90,14.0,7.85711111111111,0,
2021-09-10,Puttalam,Red Onion,26.93,272.75,27.5,0.4,81,27.8,10.636633333333332,0,
2021-09-10,Batticaloa,Red Onion,26.59,229.47,29.7,0.1,65,20.6,9.69186111111111,0,
2021-09-10,Trincomalee,Red Onion,25.19,346.36,29.7,0.0,64,22.6,10.178502777777778,0,
2021-09-11,Moneragala,Rice,33.85,156.36,28.6,0.1,64,20.5,9.114783333333332,0,
2021-09-11,Kandy,Red Onion,35.39,273.48,24.1,0.0,81,21.5,11.0,0,
2021-09-11,Thambuththegama,Beetroot,15.49,98.88,27.7,0.4,75,25.1,11.0,0,
2021-09-11,Nuwara Eliya,Beetroot,14.35,79.96,15.4,0.8,92,21.6,10.499483333333334,0,
2021-09-11,Vavuniya,Red Onion,27.31,204.93,29.0,0.0,66,26.5,11.0,0,
2021-09-11,Colombo,Radish,28.91,39.96,27.3,3.6,81,22.3,11.0,0,
2021-09-11,Dambulla,Beetroot,18.73,92.24,26.8,0.0,75,29.6,11.0,0,
2021-09-11,Trincomalee,Red Onion,30.14,350.9,30.1,0.0,61,26.3,11.0,0,
2021-09-11,Jaffna,Red Onion,32.55,210.21,28.0,0.0,82,37.1,11.07153888888889,0,
2021-09-11,Moneragala,Red Onion,30.69,328.71,28.6,0.1,64,20.5,9.114783333333332,0,
2021-09-11,Kandy,Rice,34.8,176.72,24.1,0.0,81,21.5,11.0,0,
2021-09-11,Nuwara Eliya,Red Onion,29.78,296.5,15.4,0.8,92,21.6,10.499483333333334,0,
2021-09-11,Polonnaruwa,Rice,36.12,161.31,29.9,0.0,60,25.8,11.0,0,
2021-09-11,Dambulla,Radish,22.99,38.16,26.8,0.0,75,29.6,11.0,0,
2021-09-11,Colombo,Rice,43.15,158.06,27.3,3.6,81,22.3,11.0,0,
2021-09-11,Kandy,Beetroot,16.28,167.97,24.1,0.0,81,21.5,11.0,0,
2021-09-11,Bandarawela,Beetroot,15.32,165.08,20.7,0.4,79,7.6,10.165219444444444,0,
2021-09-11,Puttalam,Red Onion,27.62,272.47,27.5,1.9,79,28.5,11.070641666666663,0,
2021-09-11,Mullaittivu,Red Onion,21.69,350.96,30.0,0.0,63,25.7,11.07446111111111,0,
2021-09-11,Batticaloa,Red Onion,27.92,235.29,30.5,1.3,64,12.8,11.0,0,
2021-09-11,Ampara,Rice,35.97,159.55,30.5,0.0,60,14.0,8.548269444444445,0,
2021-09-11,Mannar,Red Onion,27.76,246.57,28.1,0.1,78,49.3,11.044561111111111,0,
2021-09-11,Dambulla,Red Onion,34.55,295.8,26.8,0.0,75,29.6,11.0,0,
2021-09-11,Puttalam,Rice,36.09,161.96,27.5,1.9,79,28.5,11.070641666666663,0,
2021-09-11,Meegoda,Radish,18.85,68.33,26.4,3.0,85,18.1,10.340394444444444,0,
2021-09-11,Meegoda,Red Onion,33.08,248.31,26.4,3.0,85,18.1,10.340394444444444,0,
2021-09-11,Colombo,Beetroot,23.29,66.74,27.3,3.6,81,22.3,11.0,0,
2021-09-11,Kurunegala,Rice,42.41,159.67,26.2,1.4,82,21.7,10.868080555555554,0,
2021-09-11,Embilipitiya,Red Onion,27.12,257.16,28.4,0.0,70,25.0,10.14243611111111,0,
2021-09-11,Moneragala,Radish,14.0,79.01,28.6,0.1,64,20.5,9.114783333333332,0,
2021-09-11,Mullaittivu,Red Onion,29.76,210.28,30.0,0.0,63,25.7,11.07446111111111,0,
2021-09-11,Kandy,Radish,21.06,60.21,24.1,0.0,81,21.5,11.0,0,
2021-09-11,Dambulla,Rice,38.03,156.14,26.8,0.0,75,29.6,11.0,0,
2021-09-11,Thambuththegama,Red Onion,30.1,263.74,27.7,0.4,75,25.1,11.0,0,
2021-09-11,Anuradhapura,Rice,40.19,156.67,28.0,0.0,73,25.6,11.0,0,
2021-09-11,Colombo,Red Onion,39.51,297.22,27.3,3.6,81,22.3,11.0,0,
2021-09-12,Bandarawela,Beetroot,15.4,162.92,20.4,0.0,74,8.7,11.118344444444444,0,
2021-09-12,Nuwara Eliya,Beetroot,14.97,78.41,14.7,0.7,91,25.9,11.074383333333332,0,
2021-09-12,Moneragala,Rice,32.93,156.78,28.8,0.1,59,18.6,11.032813888888889,0,
2021-09-12,Dambulla,Red Onion,31.94,293.33,26.4,0.2,74,32.1,11.027847222222222,0,
2021-09-12,Meegoda,Red Onion,37.1,248.88,26.3,1.4,81,20.0,11.072555555555557,0,
2021-09-12,Jaffna,Red Onion,31.89,210.03,28.0,0.7,81,37.7,11.021483333333332,0,
2021-09-12,Trincomalee,Red Onion,29.05,358.58,29.8,0.0,61,28.6,11.0,0,
2021-09-12,Colombo,Rice,48.2,159.39,27.3,2.5,78,23.3,11.097052777777778,0,
2021-09-12,Embilipitiya,Red Onion,28.48,261.92,28.6,0.1,65,26.3,11.0,0,
2021-09-12,Colombo,Red Onion,44.77,293.4,27.3,2.5,78,23.3,11.097052777777778,0,
2021-09-12,Batticaloa,Red Onion,29.44,226.07,30.0,1.4,58,16.6,11.0,0,
2021-09-12,Moneragala,Red Onion,24.27,328.72,28.8,0.1,59,18.6,11.032813888888889,0,
2021-09-12,Kandy,Beetroot,17.63,168.16,23.8,0.0,79,22.7,11.051088888888888,0,
2021-09-12,Puttalam,Rice,34.92,161.83,27.5,0.6,79,29.5,11.0,0,
2021-09-12,Mannar,Red Onion,27.61,247.48,28.1,0.1,76,48.4,11.045788888888888,0,
2021-09-12,Colombo,Beetroot,25.87,59.68,27.3,2.5,78,23.3,11.097052777777778,0,
2021-09-12,Moneragala,Radish,16.57,75.7,28.8,0.1,59,18.6,11.032813888888889,0,
2021-09-12,Mullaittivu,Red Onion,25.39,350.93,29.8,0.0,62,29.1,11.0,0,
2021-09-12,Anuradhapura,Rice,37.91,156.45,27.9,0.1,71,29.7,11.0,0,
2021-09-12,Meegoda,Radish,21.74,68.85,26.3,1.4,81,20.0,11.072555555555557,0,
2021-09-12,Kandy,Red Onion,36.26,277.87,23.8,0.0,79,22.7,11.051088888888888,0,
2021-09-12,Thambuththegama,Red Onion,29.46,266.03,27.7,0.6,72,27.5,10.86875277777778,0,
2021-09-12,Kurunegala,Rice,37.33,159.57,26.0,0.6,80,22.8,11.049663888888889,0,
2021-09-12,Puttalam,Red Onion,29.14,276.45,27.5,0.6,79,29.5,11.0,0,
2021-09-12,Ampara,Rice,33.97,159.77,30.4,0.2,57,12.6,11.0,0,
2021-09-12,Thambuththegama,Beetroot,16.09,94.4,27.7,0.6,72,27.5,10.86875277777778,0,
2021-09-12,Vavuniya,Red Onion,26.04,205.06,28.7,0.0,66,29.5,11.0,0,
2021-09-12,Dambulla,Beetroot,17.12,79.26,26.4,0.2,74,32.1,11.027847222222222,0,
2021-09-12,Kandy,Radish,22.87,60.14,23.8,0.0,79,22.7,11.051088888888888,0,
2021-09-12,Mullaittivu,Red Onion,27.33,211.63,29.8,0.0,62,29.1,11.0,0,
